address,commission
fxvaloper1qjz9334grynx8lg6ae9vj2fnktgj7u0qvq3szl,21965.404939455108
fxvaloper1qcpxytptp0rfawxhgtm8z69y65g3g7d247d3wv,16037.145547471468
fxvaloper1pvv04yexryyxsraalwcephkavtwsadzh5yatru,20047.979402624827
fxvaloper1pcr9h9evn05rpussq9wahmerqjh380mepmshnp,9.075576913372826e-06
fxvaloper1zn0p7rqp2s702r4aua98gdtlwp6gza904h2dls,185.4085727533029
fxvaloper1znc46yl5g39yxt5nc8rls7lqz6f9tpu5m9rux9,0.7197728499408428
fxvaloper1z67rkadwrp2nf4zwxpktpqnw969plelyjj5alt,606.2594754084134
fxvaloper1yqz7fm3els5we5cq4h6ug3yywm7sfpl0jm2pxh,17804.698416989384
fxvaloper1ycy79ct7anmz5gmck7jann2c3lhwm8ztm5x3ch,844.5018563541271
fxvaloper1yc0v6at49lc9n8rvvcw86rgf2cgc26jy4ckzkj,27305.127074445838
fxvaloper19psvqem8jafc5ydg4cnh0t2m04ngw9gfqkeceu,3359.056257799071
fxvaloper19g2087ksund76mv3vt598pd6p563f856wqldkg,332.46037469496565
fxvaloper19fyfq60lyhv8nlanukfmrg5lp66s8q20vx3jj5,0.006915601943622857
fxvaloper19f4ert89u26flp67wh6e83h2a8kclmlmc8uj8j,3.642133920858236e-05
fxvaloper194wzf8rxucjt3hmesv6ccf5z5s8ss4h2rdrmr0,4313.992861209002
fxvaloper1xrzyg8w0ccm07z80cm5zxkcclfylcujneaxtuy,26039.125821561294
fxvaloper18p4q7fzj76x2s4p3upzkzxvqsyecfz2yx2y4x9,16721.718156443392
fxvaloper18xj9zy4wx96r73kqfqtm95jtpxdrw7uuxht457,0.7245796294429978
fxvaloper1886ndwvun7gs2cqqe6k5vg9uddmvqgsz2vvsn8,366.08879661030363
fxvaloper1fxhwgkxphr6adkp84ka9cddqk8l8axr4j4egdl,20152.538690608468
fxvaloper1fxlpxnlrgquwaes5wrt5awdaymv5wpntfgsct8,22817.74971965412
fxvaloper1fvrkqzf795p4hh36hwy8rq57ywv5kwyxjax8cf,6258.410136390618
fxvaloper1290uryg96klfsdn3usktwcy5t3qxh8eclsmtqy,15420.568649710956
fxvaloper12dzp2wydkc8rtjeejehsck8kwmrxz7tk3t8h6s,734.336847885057
fxvaloper126pplyfsrshzvjutslee8369uhc3hvmxml8adf,4119.066561061791
fxvaloper1t28sjqjfg0zs9wuzpyu3m59c2g4jh6q6nck2w6,42.68926990489854
fxvaloper1t569mgfscvmzrrrwqkzc2g3g2lxffpvh2s3pv8,2765.8512346069656
fxvaloper1drrh5nhcn40x827j8rgx9kg9f5nftut63hnz2s,684.6632117219497
fxvaloper1dlm4kp90axktn7ywg68ueaa4uyjddnnxjxkwk8,16.582628590153817
fxvaloper1srkazumnkle6uzmdvqq68df9gglylp3pkhuwna,4777.487615662113
fxvaloper1337eaaxxqd7l3jw6hwsrh0rvcjgfzgwqdtfq8x,63.00183040559006
fxvaloper1359ld4urxm0807wcmyth9dkmsw2pwznjeh26pt,19628.225269032046
fxvaloper1jcwagrc7gxpsr3xhvtvwek4kyx3m7q858jxqec,258.9083108384491
fxvaloper1nammyssvfumll85kx6fwwje3qy3pkpvkw35p89,92.35018012486168
fxvaloper14y39e3ujz2m0y2we8tqjwppmj5j4vh80hyafz7,21861.49170027548
fxvaloper1ke3gmlz77w700w65qyhtc3y3ahtwupjk3szeph,26894.390072855105
fxvaloper1h88fa2my5ns6ydpvzdjhtmjw4smz2zzd4eg7sv,438.7530818311851
fxvaloper1hnavkdy0ep629tlwt32x82qsssx9yyvp0s0wtt,0.15474384066238658
fxvaloper1hl5s5tycshsklqyv88ednwmr3hc90wmqxh23c2,0.6618088482693159
fxvaloper1c0gnd02hwatfukgcux5f3hvhutcfj9kdvqrmuj,152.4429964849596
fxvaloper1c4glwxgvs5vjx9j2w4ef7r4480cfs2dkv7h8u2,252.2551984561942
fxvaloper1evpmc2je2mmvad3pukyre0xw37y0cdr5pqptke,2450.7899808798893
fxvaloper1engnd3l9gg67gggr7n4wq7c32zavd9sq4faxua,18325.144080280603
fxvaloper16evwmqjz8gd2wwl3qu83a3f3mlkp4yelqew850,17212.156801319285
fxvaloper1ms606vz2zrxw7752y5ae8z4zyp52ajjacv9qyd,26095.409692089157
fxvaloper1maactzfltlrr304dsnm8fffjtupcs4ehjedchy,24696.756885101357
fxvaloper1u2736s9hm43ds6xxje0d2qhhy2m56akaf8up7t,19555.577511696996
fxvaloper1umj9xqdv7q2quvtks8j66mwrj9wcfqp4486qgn,993.5749642305616
fxvaloper1as2rwvnayy30pzjy7aw35dcsja6g98nd87r8vp,4979.245446796623
fxvaloper1astdkdrxlgylehy0jpqv2e357kl6pq0ccq4u73,48.68327122566542
fxvaloper1a73plz6w7fc8ydlwxddanc7a239kk45jnl9xwj,72743.5438871593
fxvaloper1780uflqpght7etzq8auv0ram6rwy3wd69vdxc9,299.22397531492567
fxvaloper17k6kc0mqnnccqqgkm3d2nzp0jqxpjutxhqyay6,27079.839498610865
fxvaloper1lgzkn292ap2a4t8dvsq0cf5qfkkuplcnztcnvp,1.0218987183812824e-19
